Date,Open,High,Low,Close,Adj Close,Volume
2010-09-01,102.500000,105.680000,101.139999,104.360001,86.869102,485300
2010-10-01,105.080002,109.279999,103.500000,108.300003,90.638351,951100
2010-11-01,108.919998,112.300003,107.480003,108.180000,90.537918,1069900
2010-12-01,109.919998,115.599998,109.879997,115.139999,96.362869,1669700
2011-01-01,115.940002,119.220001,115.480003,117.699997,98.956352,4401500
2011-02-01,118.480003,123.220001,118.379997,121.779999,102.386650,2761000
2011-03-01,122.279999,122.300003,114.639999,121.239998,101.932602,3866000
2011-04-01,122.120003,124.879997,118.440002,124.800003,105.395554,2301800
2011-05-01,125.440002,125.440002,120.160004,123.339996,104.162521,2454700
2011-06-01,123.040001,123.040001,115.540001,120.680000,101.916115,2549200
2011-07-01,120.739998,124.099998,117.440002,118.199997,100.306808,2976900
2011-08-01,119.779999,119.820000,100.919998,111.680000,94.773811,9424400
2011-09-01,111.739998,112.800003,102.379997,103.519997,87.849098,4570600
2011-10-01,102.820000,118.300003,98.239998,114.639999,97.832512,8389800
2011-11-01,111.540001,117.019997,106.300003,114.300003,97.542358,5038200
2011-12-01,114.139999,118.160004,110.440002,114.900002,98.054382,7915500
2012-01-01,116.900002,122.000000,115.680000,120.040001,103.053528,4406100
2012-02-01,121.000000,126.400002,120.860001,125.180000,107.466194,5165600
2012-03-01,125.639999,129.839996,122.900002,128.740005,110.522423,10064500
2012-04-01,128.740005,130.119995,124.220001,127.919998,110.308273,9620100
2012-05-01,127.959999,129.600006,118.559998,120.239998,103.685661,10442700
2012-06-01,118.339996,125.300003,116.339996,124.559998,107.410896,7559400
2012-07-01,124.900002,127.459999,121.320000,126.059998,109.274139,8482500
2012-08-01,126.879997,130.940002,124.080002,129.220001,112.013367,8237400
2012-09-01,129.139999,135.580002,128.240005,131.839996,114.284492,8056700
2012-10-01,132.300003,134.720001,128.539993,129.259995,112.623703,7821100
2012-11-01,129.720001,131.580002,123.379997,130.000000,113.268410,9390500
2012-12-01,130.740005,133.320007,127.800003,130.380005,113.599525,11729500
2013-01-01,132.940002,138.199997,132.559998,137.119995,120.331055,18928600
2013-02-01,137.979996,140.360001,136.220001,138.940002,121.928230,16918800
2013-03-01,138.320007,143.619995,137.740005,143.279999,125.736809,14609000
2013-04-01,143.399994,146.279999,140.580002,146.279999,128.977997,18848400
2013-05-01,145.919998,154.860001,144.779999,149.679993,131.975815,14065600
2013-06-01,150.059998,152.000000,142.660004,146.679993,129.330612,26008800
2013-07-01,147.740005,155.619995,146.759995,154.460007,136.880432,16691300
2013-08-01,155.679993,156.619995,149.339996,149.699997,132.662186,14859500
2013-09-01,151.320007,159.039993,149.940002,154.000000,136.472794,23482300
2013-10-01,154.039993,162.619995,150.720001,160.880005,143.286636,33454000
2013-11-01,161.279999,166.509995,160.100006,165.699997,147.579559,26113000
2013-12-01,165.949997,169.229996,162.009995,169.149994,150.652298,31082700
2014-01-01,168.529999,169.429993,162.070007,163.179993,146.125656,29636000
2014-02-01,163.020004,171.470001,159.179993,170.630005,152.797043,24164200
2014-03-01,169.190002,173.190002,168.380005,171.350006,153.441772,24621000
2014-04-01,171.869995,173.820007,166.110001,172.589996,155.257721,27491700
2014-05-01,172.500000,176.690002,170.440002,176.550003,158.820068,20604100
2014-06-01,176.830002,180.570007,175.940002,179.429993,161.410843,19356700
2014-07-01,179.880005,182.500000,176.960007,176.960007,159.905777,18901400
2014-08-01,176.520004,184.169998,174.699997,183.990005,166.258286,23864300
2014-09-01,184.300003,185.839996,179.770004,180.589996,163.185944,17064700
2014-10-01,180.339996,185.050003,166.850006,184.929993,167.903320,47152200
2014-11-01,185.199997,190.630005,183.449997,190.029999,172.533722,27698000
2014-12-01,189.289993,191.630005,181.440002,188.399994,171.053848,49039300
2015-01-01,189.289993,189.720001,182.089996,182.990005,167.067581,51623200
2015-02-01,183.500000,194.649994,181.470001,193.199997,176.389206,30734200
2015-03-01,193.309998,194.470001,187.149994,189.199997,172.737244,35625700
2015-04-01,189.169998,194.740005,187.470001,191.100006,175.362076,30248600
2015-05-01,191.960007,195.949997,189.529999,193.490005,177.555252,25757200
2015-06-01,194.229996,195.529999,188.240005,188.759995,173.214783,32507300
2015-07-01,190.649994,195.460007,187.190002,192.949997,177.887451,35079700
2015-08-01,193.000000,193.750000,168.080002,181.110001,166.971725,73816600
2015-09-01,177.110001,185.990005,171.360001,175.710007,161.993317,57415700
2015-10-01,175.970001,192.000000,173.350006,190.559998,176.618439,38172100
2015-11-01,190.979996,194.059998,185.360001,191.369995,177.369202,38629100
2015-12-01,192.050003,193.449997,183.309998,186.929993,173.254028,62461300
2016-01-01,183.770004,185.119995,165.960007,177.750000,165.727081,82603400
2016-02-01,176.610001,180.360001,166.050003,177.380005,165.382065,54707200
2016-03-01,178.839996,189.720001,178.330002,188.559998,175.805862,50004200
2016-04-01,187.399994,193.429993,186.259995,189.220001,177.368103,42405900
2016-05-01,189.809998,193.270004,185.970001,192.539993,180.480118,38149400
2016-06-01,191.880005,194.949997,182.270004,192.199997,180.161423,61762900
2016-07-01,192.089996,199.600006,189.970001,199.279999,187.731476,41945100
2016-08-01,199.330002,201.509995,196.880005,199.520004,187.957550,43948700
2016-09-01,199.500000,201.149994,194.119995,198.690002,187.175659,44976200
2016-10-01,198.179993,198.949997,193.919998,195.130005,184.643448,33929400
2016-11-01,195.520004,203.690002,191.320007,202.399994,191.522720,52723600
2016-12-01,202.679993,209.699997,201.240005,205.309998,194.276337,52193100
2017-01-01,206.679993,210.899994,205.559998,208.970001,198.976028,57271700
2017-02-01,209.619995,217.899994,208.229996,217.070007,206.688644,35173200
2017-03-01,218.899994,220.660004,212.619995,216.350006,206.003067,47641500
2017-04-01,216.509995,219.899994,213.470001,218.600006,209.113525,39168600
2017-05-01,219.160004,222.240005,216.130005,221.669998,212.050293,40652300
2017-06-01,222.139999,225.770004,220.419998,222.059998,212.423386,43548800
2017-07-01,223.089996,227.779999,220.720001,226.639999,217.786591,37712000
2017-08-01,227.300003,228.619995,222.119995,227.300003,218.420837,37621400
2017-09-01,227.759995,230.899994,224.979996,230.759995,221.745682,33381500
2017-10-01,231.000000,236.880005,230.910004,236.130005,228.068130,33049800
2017-11-01,237.029999,244.399994,234.820007,243.350006,235.041611,43311300
2017-12-01,243.250000,248.009995,239.520004,245.289993,236.915359,44190300
2018-01-01,246.149994,263.369995,245.740005,258.989990,251.352448,63537900
2018-02-01,258.290009,260.119995,232.419998,249.339996,241.987030,88662700
2018-03-01,249.529999,257.709991,237.529999,242.080002,234.941147,63873500
2018-04-01,241.190002,249.220001,233.919998,242.919998,236.834641,57319400
2018-05-01,242.449997,251.940002,237.919998,248.789993,242.557602,43980900
2018-06-01,250.229996,256.769989,246.630005,249.509995,243.259552,54654400
2018-07-01,247.559998,261.250000,247.320007,258.399994,253.105133,45574600
2018-08-01,258.640015,268.049988,256.480011,266.720001,261.254669,49554700
2018-09-01,266.350006,270.670013,263.450012,267.049988,261.577881,48732300
2018-10-01,268.459991,269.470001,238.789993,248.789993,244.793198,91439900
2018-11-01,249.630005,258.440002,241.729996,253.479996,249.407852,61115400
2018-12-01,257.649994,257.739990,214.830002,229.809998,226.118118,128542800
2019-01-01,226.179993,248.529999,223.970001,248.009995,245.346848,81247700
2019-02-01,248.309998,258.609985,246.199997,256.070007,253.320313,57656000
2019-03-01,257.809998,262.589996,250.339996,259.540009,256.753052,62969500
2019-04-01,261.459991,270.410004,261.190002,270.010010,268.614227,41355000
2019-05-01,270.679993,270.869995,252.770004,252.869995,251.562820,72318000
2019-06-01,252.830002,272.790009,250.770004,269.149994,267.758667,48686500
2019-07-01,272.459991,277.549988,270.299988,273.079987,273.079987,55494000
2019-08-01,273.279999,276.279999,258.700012,269.579987,269.579987,31807200
